Song,Concert,Year
Samson and Delilah,"Playhouse Theater, Edinburgh, XS (9/30/81)",1981
Good Time Blues,"Playhouse Theater, Edinburgh, XS (9/30/81)",1981
Estimated Prophet,"Playhouse Theater, Edinburgh, XS (9/30/81)",1981
Eyes of the World,"Playhouse Theater, Edinburgh, XS (9/30/81)",1981
drums,"Playhouse Theater, Edinburgh, XS (9/30/81)",1981
The Other One,"Playhouse Theater, Edinburgh, XS (9/30/81)",1981
Stella Blue,"Playhouse Theater, Edinburgh, XS (9/30/81)",1981
Good Lovin',"Playhouse Theater, Edinburgh, XS (9/30/81)",1981
U.S. Blues,"Playhouse Theater, Edinburgh, XS (9/30/81)",1981
New Minglewood Blues,"Rainbow Theater, London, XE (10/2/81)",1981
Sugaree,"Rainbow Theater, London, XE (10/2/81)",1981
C.C. Rider,"Rainbow Theater, London, XE (10/2/81)",1981
Cumberland Blues,"Rainbow Theater, London, XE (10/2/81)",1981
Cassidy,"Rainbow Theater, London, XE (10/2/81)",1981
Dire Wolf,"Rainbow Theater, London, XE (10/2/81)",1981
Mama Tried,"Rainbow Theater, London, XE (10/2/81)",1981
Mexicali Blues,"Rainbow Theater, London, XE (10/2/81)",1981
Althea,"Rainbow Theater, London, XE (10/2/81)",1981
Lost Sailor,"Rainbow Theater, London, XE (10/2/81)",1981
Saint of Circumstance,"Rainbow Theater, London, XE (10/2/81)",1981
Playin' in the Band,"Rainbow Theater, London, XE (10/2/81)",1981
Shakedown Street,"Rainbow Theater, London, XE (10/2/81)",1981
Bertha,"Rainbow Theater, London, XE (10/2/81)",1981
drums,"Rainbow Theater, London, XE (10/2/81)",1981
Spanish Jam,"Rainbow Theater, London, XE (10/2/81)",1981
Truckin',"Rainbow Theater, London, XE (10/2/81)",1981
Black Peter,"Rainbow Theater, London, XE (10/2/81)",1981
Sugar Magnolia,"Rainbow Theater, London, XE (10/2/81)",1981
U.S. Blues,"Rainbow Theater, London, XE (10/2/81)",1981
Alabama Getaway,"Rainbow Theater, London, XE (10/3/81)",1981
Promised Land,"Rainbow Theater, London, XE (10/3/81)",1981
Peggy-O,"Rainbow Theater, London, XE (10/3/81)",1981
Me and My Uncle,"Rainbow Theater, London, XE (10/3/81)",1981
Big River,"Rainbow Theater, London, XE (10/3/81)",1981
Tennessee Jed,"Rainbow Theater, London, XE (10/3/81)",1981
Little Red Rooster,"Rainbow Theater, London, XE (10/3/81)",1981
Bird Song,"Rainbow Theater, London, XE (10/3/81)",1981
Looks Like Rain,"Rainbow Theater, London, XE (10/3/81)",1981
China Cat Sunflower,"Rainbow Theater, London, XE (10/3/81)",1981
I Know You Rider,"Rainbow Theater, London, XE (10/3/81)",1981
Feel Like a Stranger,"Rainbow Theater, London, XE (10/3/81)",1981
Franklin's Tower,"Rainbow Theater, London, XE (10/3/81)",1981
Estimated Prophet,"Rainbow Theater, London, XE (10/3/81)",1981
Terrapin Station,"Rainbow Theater, London, XE (10/3/81)",1981
drums,"Rainbow Theater, London, XE (10/3/81)",1981
Not Fade Away,"Rainbow Theater, London, XE (10/3/81)",1981
Morning Dew,"Rainbow Theater, London, XE (10/3/81)",1981
Around and Around,"Rainbow Theater, London, XE (10/3/81)",1981
One More Saturday Night,"Rainbow Theater, London, XE (10/3/81)",1981
Brokedown Palace,"Rainbow Theater, London, XE (10/3/81)",1981
jam,"Rainbow Theater, London, XE (10/4/81)",1981
Jack Straw,"Rainbow Theater, London, XE (10/4/81)",1981
Friend of the Devil,"Rainbow Theater, London, XE (10/4/81)",1981
El Paso,"Rainbow Theater, London, XE (10/4/81)",1981
Jack-a-Roe,"Rainbow Theater, London, XE (10/4/81)",1981
Beat it on Down the Line,"Rainbow Theater, London, XE (10/4/81)",1981
Brown Eyed Women,"Rainbow Theater, London, XE (10/4/81)",1981
New Minglewood Blues,"Rainbow Theater, London, XE (10/4/81)",1981
Row Jimmy,"Rainbow Theater, London, XE (10/4/81)",1981
Let it Grow,"Rainbow Theater, London, XE (10/4/81)",1981
Deal,"Rainbow Theater, London, XE (10/4/81)",1981
Cold Rain and Snow,"Rainbow Theater, London, XE (10/4/81)",1981
Samson and Delilah,"Rainbow Theater, London, XE (10/4/81)",1981
Scarlet Begonias,"Rainbow Theater, London, XE (10/4/81)",1981
Fire on the Mountain,"Rainbow Theater, London, XE (10/4/81)",1981
Lost Sailor,"Rainbow Theater, London, XE (10/4/81)",1981
Saint of Circumstance,"Rainbow Theater, London, XE (10/4/81)",1981
drums,"Rainbow Theater, London, XE (10/4/81)",1981
The Other One,"Rainbow Theater, London, XE (10/4/81)",1981
Wharf Rat,"Rainbow Theater, London, XE (10/4/81)",1981
Sugar Magnolia,"Rainbow Theater, London, XE (10/4/81)",1981
Don't Ease Me In,"Rainbow Theater, London, XE (10/4/81)",1981
Shakedown Street,"Rainbow Theater, London, XE (10/6/81)",1981
New Minglewood Blues,"Rainbow Theater, London, XE (10/6/81)",1981
It Must Have Been the Roses,"Rainbow Theater, London, XE (10/6/81)",1981
Little Red Rooster,"Rainbow Theater, London, XE (10/6/81)",1981
Althea,"Rainbow Theater, London, XE (10/6/81)",1981
Me and My Uncle,"Rainbow Theater, London, XE (10/6/81)",1981
Mexicali Blues,"Rainbow Theater, London, XE (10/6/81)",1981
Good Time Blues,"Rainbow Theater, London, XE (10/6/81)",1981
Cumberland Blues,"Rainbow Theater, London, XE (10/6/81)",1981
Looks Like Rain,"Rainbow Theater, London, XE (10/6/81)",1981
Might As Well,"Rainbow Theater, London, XE (10/6/81)",1981
Man Smart/Woman Smarter,"Rainbow Theater, London, XE (10/6/81)",1981
High Time,"Rainbow Theater, London, XE (10/6/81)",1981
Estimated Prophet,"Rainbow Theater, London, XE (10/6/81)",1981
He's Gone,"Rainbow Theater, London, XE (10/6/81)",1981
drums,"Rainbow Theater, London, XE (10/6/81)",1981
Blues For Allah Jam,"Rainbow Theater, London, XE (10/6/81)",1981
The Wheel,"Rainbow Theater, London, XE (10/6/81)",1981
Sugar Magnolia,"Rainbow Theater, London, XE (10/6/81)",1981
Stella Blue,"Rainbow Theater, London, XE (10/6/81)",1981
Good Lovin',"Rainbow Theater, London, XE (10/6/81)",1981
Sunshine Daydream,"Rainbow Theater, London, XE (10/6/81)",1981
Brokedown Palace,"Rainbow Theater, London, XE (10/6/81)",1981
Feel Like a Stranger,"Forum Theater, Copenhagen, XD (10/8/81)",1981
They Love Each Other,"Forum Theater, Copenhagen, XD (10/8/81)",1981
C.C. Rider,"Forum Theater, Copenhagen, XD (10/8/81)",1981
Cumberland Blues,"Forum Theater, Copenhagen, XD (10/8/81)",1981
Mama Tried,"Forum Theater, Copenhagen, XD (10/8/81)",1981
Mexicali Blues,"Forum Theater, Copenhagen, XD (10/8/81)",1981
Althea,"Forum Theater, Copenhagen, XD (10/8/81)",1981
Cassidy,"Forum Theater, Copenhagen, XD (10/8/81)",1981
Loser,"Forum Theater, Copenhagen, XD (10/8/81)",1981
Music Never Stopped,"Forum Theater, Copenhagen, XD (10/8/81)",1981
Scarlet Begonias,"Forum Theater, Copenhagen, XD (10/8/81)",1981
Fire on the Mountain,"Forum Theater, Copenhagen, XD (10/8/81)",1981
Playin' in the Band,"Forum Theater, Copenhagen, XD (10/8/81)",1981
Terrapin Station,"Forum Theater, Copenhagen, XD (10/8/81)",1981
drums,"Forum Theater, Copenhagen, XD (10/8/81)",1981
Not Fade Away,"Forum Theater, Copenhagen, XD (10/8/81)",1981
Black Peter,"Forum Theater, Copenhagen, XD (10/8/81)",1981
Around and Around,"Forum Theater, Copenhagen, XD (10/8/81)",1981
Johnny B. Goode,"Forum Theater, Copenhagen, XD (10/8/81)",1981
U.S. Blues,"Forum Theater, Copenhagen, XD (10/8/81)",1981
Shakedown Street,"Stadt Halle, Bremen, XG (10/10/81)",1981
Bertha,"Stadt Halle, Bremen, XG (10/10/81)",1981
New Minglewood Blues,"Stadt Halle, Bremen, XG (10/10/81)",1981
Friend of the Devil,"Stadt Halle, Bremen, XG (10/10/81)",1981
El Paso,"Stadt Halle, Bremen, XG (10/10/81)",1981
Tennessee Jed,"Stadt Halle, Bremen, XG (10/10/81)",1981
Me and My Uncle,"Stadt Halle, Bremen, XG (10/10/81)",1981
Big River,"Stadt Halle, Bremen, XG (10/10/81)",1981
Bird Song,"Stadt Halle, Bremen, XG (10/10/81)",1981
Let it Grow,"Stadt Halle, Bremen, XG (10/10/81)",1981
Deal,"Stadt Halle, Bremen, XG (10/10/81)",1981
Man Smart/Woman Smarter,"Stadt Halle, Bremen, XG (10/10/81)",1981
Sugaree,"Stadt Halle, Bremen, XG (10/10/81)",1981
Lost Sailor,"Stadt Halle, Bremen, XG (10/10/81)",1981
Saint of Circumstance,"Stadt Halle, Bremen, XG (10/10/81)",1981
Eyes of the World,"Stadt Halle, Bremen, XG (10/10/81)",1981
drums,"Stadt Halle, Bremen, XG (10/10/81)",1981
Truckin',"Stadt Halle, Bremen, XG (10/10/81)",1981
The Other One,"Stadt Halle, Bremen, XG (10/10/81)",1981
Wharf Rat,"Stadt Halle, Bremen, XG (10/10/81)",1981
One More Saturday Night,"Stadt Halle, Bremen, XG (10/10/81)",1981
Casey Jones,"Stadt Halle, Bremen, XG (10/10/81)",1981
Comments: Bob and Jerry Acoustic,"Club Melk Weg, Amsterdam, XH (10/11/81)",1981
Monkey and the Engineer,"Club Melk Weg, Amsterdam, XH (10/11/81)",1981
Been All Around This World,"Club Melk Weg, Amsterdam, XH (10/11/81)",1981
Cassidy,"Club Melk Weg, Amsterdam, XH (10/11/81)",1981
On the Road Again,"Club Melk Weg, Amsterdam, XH (10/11/81)",1981
Bird Song,"Club Melk Weg, Amsterdam, XH (10/11/81)",1981
Oh Babe it Ain't No Lie,"Club Melk Weg, Amsterdam, XH (10/11/81)",1981
Jack Straw,"Olympia Halle, Munich, XG (10/12/81)",1981
Candyman,"Olympia Halle, Munich, XG (10/12/81)",1981
Little Red Rooster,"Olympia Halle, Munich, XG (10/12/81)",1981
Cumberland Blues,"Olympia Halle, Munich, XG (10/12/81)",1981
Beat it on Down the Line,"Olympia Halle, Munich, XG (10/12/81)",1981
Ramble on Rose,"Olympia Halle, Munich, XG (10/12/81)",1981
Mama Tried,"Olympia Halle, Munich, XG (10/12/81)",1981
Mexicali Blues,"Olympia Halle, Munich, XG (10/12/81)",1981
Althea,"Olympia Halle, Munich, XG (10/12/81)",1981
Passenger,"Olympia Halle, Munich, XG (10/12/81)",1981
China Cat Sunflower,"Olympia Halle, Munich, XG (10/12/81)",1981
I Know You Rider,"Olympia Halle, Munich, XG (10/12/81)",1981
Bertha,"Olympia Halle, Munich, XG (10/12/81)",1981
Samson and Delilah,"Olympia Halle, Munich, XG (10/12/81)",1981
Ship of Fools,"Olympia Halle, Munich, XG (10/12/81)",1981
Estimated Prophet,"Olympia Halle, Munich, XG (10/12/81)",1981
Goin' Down the Road Feelin' Bad,"Olympia Halle, Munich, XG (10/12/81)",1981
Good Time Blues,"Olympia Halle, Munich, XG (10/12/81)",1981
drums,"Olympia Halle, Munich, XG (10/12/81)",1981
Stella Blue,"Olympia Halle, Munich, XG (10/12/81)",1981
Around and Around,"Olympia Halle, Munich, XG (10/12/81)",1981
Good Lovin',"Olympia Halle, Munich, XG (10/12/81)",1981
U.S. Blues,"Olympia Halle, Munich, XG (10/12/81)",1981
Alabama Getaway,"Walter Koebel Halle, Russelsheim, XG (10/13/81)",1981
Greatest Story Ever Told,"Walter Koebel Halle, Russelsheim, XG (10/13/81)",1981
They Love Each Other,"Walter Koebel Halle, Russelsheim, XG (10/13/81)",1981
C.C. Rider,"Walter Koebel Halle, Russelsheim, XG (10/13/81)",1981
Peggy-O,"Walter Koebel Halle, Russelsheim, XG (10/13/81)",1981
Cassidy,"Walter Koebel Halle, Russelsheim, XG (10/13/81)",1981
To Lay Me Down,"Walter Koebel Halle, Russelsheim, XG (10/13/81)",1981
New Minglewood Blues,"Walter Koebel Halle, Russelsheim, XG (10/13/81)",1981
Bird Song,"Walter Koebel Halle, Russelsheim, XG (10/13/81)",1981
Looks Like Rain,"Walter Koebel Halle, Russelsheim, XG (10/13/81)",1981
Don't Ease Me In,"Walter Koebel Halle, Russelsheim, XG (10/13/81)",1981
Cold Rain and Snow,"Walter Koebel Halle, Russelsheim, XG (10/13/81)",1981
Lost Sailor,"Walter Koebel Halle, Russelsheim, XG (10/13/81)",1981
Saint of Circumstance,"Walter Koebel Halle, Russelsheim, XG (10/13/81)",1981
drums,"Walter Koebel Halle, Russelsheim, XG (10/13/81)",1981
Spanish Jam,"Walter Koebel Halle, Russelsheim, XG (10/13/81)",1981
The Wheel,"Walter Koebel Halle, Russelsheim, XG (10/13/81)",1981
Sugar Magnolia,"Walter Koebel Halle, Russelsheim, XG (10/13/81)",1981
Black Peter,"Walter Koebel Halle, Russelsheim, XG (10/13/81)",1981
Sunshine Daydream,"Walter Koebel Halle, Russelsheim, XG (10/13/81)",1981
Satisfaction,"Walter Koebel Halle, Russelsheim, XG (10/13/81)",1981
New Minglewood Blues,"Club Melk Weg, Amsterdam, XH (10/15/81)",1981
They Love Each Other,"Club Melk Weg, Amsterdam, XH (10/15/81)",1981
El Paso,"Club Melk Weg, Amsterdam, XH (10/15/81)",1981
Friend of the Devil,"Club Melk Weg, Amsterdam, XH (10/15/81)",1981
Little Red Rooster,"Club Melk Weg, Amsterdam, XH (10/15/81)",1981
Althea,"Club Melk Weg, Amsterdam, XH (10/15/81)",1981
Beat it on Down the Line,"Club Melk Weg, Amsterdam, XH (10/15/81)",1981
Far From Me,"Club Melk Weg, Amsterdam, XH (10/15/81)",1981
Alabama Getaway,"Club Melk Weg, Amsterdam, XH (10/15/81)",1981
Promised Land,"Club Melk Weg, Amsterdam, XH (10/15/81)",1981
Man Smart/Woman Smarter,"Club Melk Weg, Amsterdam, XH (10/15/81)",1981
He's Gone,"Club Melk Weg, Amsterdam, XH (10/15/81)",1981
Spoonful,"Club Melk Weg, Amsterdam, XH (10/15/81)",1981
drums,"Club Melk Weg, Amsterdam, XH (10/15/81)",1981
The Other One,"Club Melk Weg, Amsterdam, XH (10/15/81)",1981
Wharf Rat,"Club Melk Weg, Amsterdam, XH (10/15/81)",1981
Around and Around,"Club Melk Weg, Amsterdam, XH (10/15/81)",1981
Johnny B. Goode,"Club Melk Weg, Amsterdam, XH (10/15/81)",1981
Baby Blue,"Club Melk Weg, Amsterdam, XH (10/15/81)",1981
On the Road Again,"Club Melk Weg, Amsterdam, XH (10/16/81)",1981
Dire Wolf,"Club Melk Weg, Amsterdam, XH (10/16/81)",1981
Monkey and the Engineer,"Club Melk Weg, Amsterdam, XH (10/16/81)",1981
Bird Song,"Club Melk Weg, Amsterdam, XH (10/16/81)",1981
Cassidy,"Club Melk Weg, Amsterdam, XH (10/16/81)",1981
Oh Babe it Ain't No Lie,"Club Melk Weg, Amsterdam, XH (10/16/81)",1981
The Race is On,"Club Melk Weg, Amsterdam, XH (10/16/81)",1981
Ripple,"Club Melk Weg, Amsterdam, XH (10/16/81)",1981
Playin' in the Band,"Club Melk Weg, Amsterdam, XH (10/16/81)",1981
Hully Gully,"Club Melk Weg, Amsterdam, XH (10/16/81)",1981
The Wheel,"Club Melk Weg, Amsterdam, XH (10/16/81)",1981
Samson and Delilah,"Club Melk Weg, Amsterdam, XH (10/16/81)",1981
Gloria,"Club Melk Weg, Amsterdam, XH (10/16/81)",1981
Turn on Your Love Light,"Club Melk Weg, Amsterdam, XH (10/16/81)",1981
Goin' Down the Road Feelin' Bad,"Club Melk Weg, Amsterdam, XH (10/16/81)",1981
Playin' in the Band,"Club Melk Weg, Amsterdam, XH (10/16/81)",1981
Black Peter,"Club Melk Weg, Amsterdam, XH (10/16/81)",1981
Sugar Magnolia,"Club Melk Weg, Amsterdam, XH (10/16/81)",1981
Shakedown Street,"The Hippodrome, Paris, XF (10/17/81)",1981
New Minglewood Blues,"The Hippodrome, Paris, XF (10/17/81)",1981
Candyman,"The Hippodrome, Paris, XF (10/17/81)",1981
Me and My Uncle,"The Hippodrome, Paris, XF (10/17/81)",1981
Big River,"The Hippodrome, Paris, XF (10/17/81)",1981
Althea,"The Hippodrome, Paris, XF (10/17/81)",1981
Little Red Rooster,"The Hippodrome, Paris, XF (10/17/81)",1981
Brown Eyed Women,"The Hippodrome, Paris, XF (10/17/81)",1981
Looks Like Rain,"The Hippodrome, Paris, XF (10/17/81)",1981
Don't Ease Me In,"The Hippodrome, Paris, XF (10/17/81)",1981
Truckin',"The Hippodrome, Paris, XF (10/17/81)",1981
Bird Song,"The Hippodrome, Paris, XF (10/17/81)",1981
Good Time Blues,"The Hippodrome, Paris, XF (10/17/81)",1981
Estimated Prophet,"The Hippodrome, Paris, XF (10/17/81)",1981
Eyes of the World,"The Hippodrome, Paris, XF (10/17/81)",1981
drums,"The Hippodrome, Paris, XF (10/17/81)",1981
Not Fade Away,"The Hippodrome, Paris, XF (10/17/81)",1981
Morning Dew,"The Hippodrome, Paris, XF (10/17/81)",1981
Around and Around,"The Hippodrome, Paris, XF (10/17/81)",1981
One More Saturday Night,"The Hippodrome, Paris, XF (10/17/81)",1981
U.S. Blues,"The Hippodrome, Paris, XF (10/17/81)",1981
Jack Straw,"Sports Palace, Barcelona, XP (10/19/81)",1981
Franklin's Tower,"Sports Palace, Barcelona, XP (10/19/81)",1981
Mama Tried,"Sports Palace, Barcelona, XP (10/19/81)",1981
Mexicali Blues,"Sports Palace, Barcelona, XP (10/19/81)",1981
Loser,"Sports Palace, Barcelona, XP (10/19/81)",1981
C.C. Rider,"Sports Palace, Barcelona, XP (10/19/81)",1981
Tennessee Jed,"Sports Palace, Barcelona, XP (10/19/81)",1981
Passenger,"Sports Palace, Barcelona, XP (10/19/81)",1981
Althea,"Sports Palace, Barcelona, XP (10/19/81)",1981
Let it Grow,"Sports Palace, Barcelona, XP (10/19/81)",1981
Scarlet Begonias,"Sports Palace, Barcelona, XP (10/19/81)",1981
Fire on the Mountain,"Sports Palace, Barcelona, XP (10/19/81)",1981
Lost Sailor,"Sports Palace, Barcelona, XP (10/19/81)",1981
Saint of Circumstance,"Sports Palace, Barcelona, XP (10/19/81)",1981
drums,"Sports Palace, Barcelona, XP (10/19/81)",1981
Spanish Jam,"Sports Palace, Barcelona, XP (10/19/81)",1981
The Other One,"Sports Palace, Barcelona, XP (10/19/81)",1981
Stella Blue,"Sports Palace, Barcelona, XP (10/19/81)",1981
Sugar Magnolia,"Sports Palace, Barcelona, XP (10/19/81)",1981
Don't Ease Me In,"Sports Palace, Barcelona, XP (10/19/81)",1981
Shakedown Street,"Pittsburgh Civic Arena, Pittsburgh, PA (11/29/81)",1981
Greatest Story Ever Told,"Pittsburgh Civic Arena, Pittsburgh, PA (11/29/81)",1981
Friend of the Devil,"Pittsburgh Civic Arena, Pittsburgh, PA (11/29/81)",1981
C.C. Rider,"Pittsburgh Civic Arena, Pittsburgh, PA (11/29/81)",1981
Candyman,"Pittsburgh Civic Arena, Pittsburgh, PA (11/29/81)",1981
Me and My Uncle,"Pittsburgh Civic Arena, Pittsburgh, PA (11/29/81)",1981
Big River,"Pittsburgh Civic Arena, Pittsburgh, PA (11/29/81)",1981
Althea,"Pittsburgh Civic Arena, Pittsburgh, PA (11/29/81)",1981
Looks Like Rain,"Pittsburgh Civic Arena, Pittsburgh, PA (11/29/81)",1981
Might As Well,"Pittsburgh Civic Arena, Pittsburgh, PA (11/29/81)",1981
Samson and Delilah,"Pittsburgh Civic Arena, Pittsburgh, PA (11/29/81)",1981
Ship of Fools,"Pittsburgh Civic Arena, Pittsburgh, PA (11/29/81)",1981
Lost Sailor,"Pittsburgh Civic Arena, Pittsburgh, PA (11/29/81)",1981
Saint of Circumstance,"Pittsburgh Civic Arena, Pittsburgh, PA (11/29/81)",1981
He's Gone,"Pittsburgh Civic Arena, Pittsburgh, PA (11/29/81)",1981
drums,"Pittsburgh Civic Arena, Pittsburgh, PA (11/29/81)",1981
Truckin',"Pittsburgh Civic Arena, Pittsburgh, PA (11/29/81)",1981
Black Peter,"Pittsburgh Civic Arena, Pittsburgh, PA (11/29/81)",1981
Satisfaction,"Pittsburgh Civic Arena, Pittsburgh, PA (11/29/81)",1981
U.S. Blues,"Pittsburgh Civic Arena, Pittsburgh, PA (11/29/81)",1981
New Minglewood Blues,"Hara Arena, Dayton, OH (11/30/81)",1981
Mack the Knife,"Hara Arena, Dayton, OH (11/30/81)",1981
Bird Song,"Hara Arena, Dayton, OH (11/30/81)",1981
Little Red Rooster,"Hara Arena, Dayton, OH (11/30/81)",1981
They Love Each Other,"Hara Arena, Dayton, OH (11/30/81)",1981
Cassidy,"Hara Arena, Dayton, OH (11/30/81)",1981
Tennessee Jed,"Hara Arena, Dayton, OH (11/30/81)",1981
Let it Grow,"Hara Arena, Dayton, OH (11/30/81)",1981
Don't Ease Me In,"Hara Arena, Dayton, OH (11/30/81)",1981
Man Smart/Woman Smarter,"Hara Arena, Dayton, OH (11/30/81)",1981
It Must Have Been the Roses,"Hara Arena, Dayton, OH (11/30/81)",1981
Estimated Prophet,"Hara Arena, Dayton, OH (11/30/81)",1981
Eyes of the World,"Hara Arena, Dayton, OH (11/30/81)",1981
drums,"Hara Arena, Dayton, OH (11/30/81)",1981
The Other One,"Hara Arena, Dayton, OH (11/30/81)",1981
Wharf Rat,"Hara Arena, Dayton, OH (11/30/81)",1981
Sugar Magnolia,"Hara Arena, Dayton, OH (11/30/81)",1981
Might As Well,"Hara Arena, Dayton, OH (11/30/81)",1981
Bertha,"Assembly Hall (University of Illinois), Champlain, IL (12/2/81)",1981
Greatest Story Ever Told,"Assembly Hall (University of Illinois), Champlain, IL (12/2/81)",1981
Peggy-O,"Assembly Hall (University of Illinois), Champlain, IL (12/2/81)",1981
Mama Tried,"Assembly Hall (University of Illinois), Champlain, IL (12/2/81)",1981
Mexicali Blues,"Assembly Hall (University of Illinois), Champlain, IL (12/2/81)",1981
Brown Eyed Women,"Assembly Hall (University of Illinois), Champlain, IL (12/2/81)",1981
Passenger,"Assembly Hall (University of Illinois), Champlain, IL (12/2/81)",1981
Good Time Blues,"Assembly Hall (University of Illinois), Champlain, IL (12/2/81)",1981
Cumberland Blues,"Assembly Hall (University of Illinois), Champlain, IL (12/2/81)",1981
Looks Like Rain,"Assembly Hall (University of Illinois), Champlain, IL (12/2/81)",1981
China Cat Sunflower,"Assembly Hall (University of Illinois), Champlain, IL (12/2/81)",1981
I Know You Rider,"Assembly Hall (University of Illinois), Champlain, IL (12/2/81)",1981
Feel Like a Stranger,"Assembly Hall (University of Illinois), Champlain, IL (12/2/81)",1981
Franklin's Tower,"Assembly Hall (University of Illinois), Champlain, IL (12/2/81)",1981
